order_id,order_timestamp,order_item_id,product_id,user_id,order_date
33596,2022-03-13 7:32:21,142596,6721,2199103,2022-03-13
38166,2022-01-22 7:06:26,147663,6518,2255734,2022-01-22
40451,2022-03-08 13:15:49,119799,1712,6108259,2022-03-08
37491,2022-01-19 16:53:34,180538,4712,7733349,2022-01-19
20009,2022-01-12 10:59:44,195440,3280,2587216,2022-01-12
30887,2022-02-26 16:56:10,171614,724,6691813,2022-02-26
32334,2022-03-29 5:40:53,172661,5464,4591464,2022-03-29
22082,2022-01-09 8:02:10,198097,2243,4128519,2022-01-09
28661,2022-02-05 13:43:03,173108,3982,6922593,2022-02-05
17544,2022-02-25 8:06:03,186583,4318,4229403,2022-02-25
16901,2022-03-10 9:06:58,190306,5319,9419092,2022-03-10
18764,2022-03-23 11:51:35,181912,1845,6406171,2022-03-23
34126,2022-01-24 13:45:38,184713,6478,6423526,2022-01-24
15987,2022-03-13 1:42:24,152619,6426,9301772,2022-03-13
21320,2022-03-26 21:56:52,142572,2744,7504120,2022-03-26
35359,2022-03-01 15:47:28,182314,4532,9256009,2022-03-01
19589,2022-01-13 22:51:18,159051,1452,5914964,2022-01-13
25564,2022-03-30 12:08:25,115450,4046,8901922,2022-03-30
30262,2022-01-16 15:26:44,152700,8162,8644666,2022-01-16
21926,2022-03-08 22:33:10,165098,7624,2505375,2022-03-08
43521,2022-02-19 5:38:17,143862,994,5977679,2022-02-19
27615,2022-02-04 22:35:45,161904,3950,7559279,2022-02-04
41430,2022-01-17 5:03:18,131596,5489,6338051,2022-01-17
33790,2022-03-09 22:05:56,127752,6893,4834976,2022-03-09
21020,2022-03-19 22:57:47,135390,5133,7867282,2022-03-19
34238,2022-03-14 7:44:01,175781,3425,9503772,2022-03-14
42829,2022-01-13 19:36:53,155710,1644,9810182,2022-01-13
44527,2022-01-18 0:16:51,148271,2267,3060272,2022-01-18
13290,2022-03-26 12:13:37,141725,963,2867812,2022-03-26
39088,2022-02-01 1:55:21,187422,4331,2505375,2022-02-01
35483,2022-03-13 21:08:55,132859,2161,3546341,2022-03-13
44590,2022-03-01 19:53:44,174787,5296,6348476,2022-03-01
44495,2022-02-24 11:08:48,112255,2450,5203601,2022-02-24
38658,2022-02-18 6:05:31,135191,2485,8580892,2022-02-18
13486,2022-02-15 13:56:00,141790,5718,2890094,2022-02-15
37463,2022-03-09 18:12:38,171162,7211,2072024,2022-03-09
13058,2022-02-11 21:34:50,143305,5043,8642842,2022-02-11
43045,2022-02-18 10:37:42,142115,7473,4936653,2022-02-18
13718,2022-01-07 8:17:43,129843,2309,9301667,2022-01-07
23235,2022-03-15 3:23:30,132211,952,5176523,2022-03-15
27175,2022-01-16 15:26:44,175420,4966,3692779,2022-01-16
39144,2022-02-01 12:43:25,162784,7334,8402713,2022-02-01
42127,2022-03-28 0:44:04,168789,7957,4326662,2022-03-28
11708,2022-03-26 2:17:23,126538,6857,8910924,2022-03-26
29719,2022-01-13 19:36:53,180087,1715,3564896,2022-01-13
28688,2022-03-09 1:47:35,186481,7333,3100187,2022-03-09
38263,2022-02-17 1:21:39,133616,5277,2645531,2022-02-17
26904,2022-03-09 17:20:48,135673,2292,9839929,2022-03-09
32387,2022-02-06 1:22:57,120782,964,3666889,2022-02-06
16713,2022-01-29 1:46:17,145207,1636,3290096,2022-01-29
17831,2022-03-03 1:16:28,154629,7096,9277505,2022-03-03
39424,2022-01-31 22:27:58,181807,6705,7703586,2022-01-31
44359,2022-02-10 6:15:53,179857,7681,8966429,2022-02-10
24145,2022-02-19 8:00:52,180712,6126,4391832,2022-02-19
14942,2022-03-08 14:20:38,193342,4648,5036532,2022-03-08
37402,2022-02-04 5:18:51,156134,1725,4275203,2022-02-04
14781,2022-03-25 16:21:10,148764,3547,8754191,2022-03-25
44013,2022-02-16 20:36:30,138131,7830,9598902,2022-02-16
26216,2022-02-14 8:07:21,123397,7452,5760541,2022-02-14
16426,2022-02-12 9:53:38,157241,7972,5015681,2022-02-12
42134,2022-03-02 0:25:55,141025,4164,4294995,2022-03-02
26715,2022-01-26 5:56:26,179380,888,2058526,2022-01-26
17439,2022-01-17 5:03:18,113421,4739,6393122,2022-01-17
43978,2022-02-21 13:22:18,186006,3177,5842662,2022-02-21
28927,2022-03-12 12:05:50,120426,4446,4189793,2022-03-12
23786,2022-01-23 21:07:37,190446,1615,3975338,2022-01-23
44312,2022-01-29 14:05:05,128935,3951,2492400,2022-01-29
28876,2022-02-25 16:05:37,147907,7568,6717264,2022-02-25
29542,2022-03-10 10:50:39,186854,6037,7021907,2022-03-10
40112,2022-02-14 6:36:37,126922,7324,5017540,2022-02-14
17802,2022-01-30 22:29:16,175035,5910,4329168,2022-01-30
41943,2022-02-07 0:55:44,139183,7320,9763530,2022-02-07
27608,2022-03-28 16:56:10,128673,5014,5207785,2022-03-28
25821,2022-01-09 19:03:11,129331,1317,9534469,2022-01-09
22340,2022-02-09 6:56:03,126234,3595,3460772,2022-02-09
36204,2022-03-10 8:28:05,183955,4090,2029269,2022-03-10
28858,2022-01-04 15:42:17,185138,5415,7406045,2022-01-04
23989,2022-02-08 17:19:30,183641,1261,7991158,2022-02-08
32748,2022-02-06 20:49:28,193854,3190,8030862,2022-02-06
40118,2022-01-20 19:53:44,132105,6492,2712320,2022-01-20
23141,2022-03-04 12:03:14,142588,7995,2513159,2022-03-04
41150,2022-01-28 3:05:21,123697,4064,8200639,2022-01-28
23104,2022-02-14 13:31:23,164479,2930,4106748,2022-02-14
22809,2022-03-25 8:34:34,145727,8162,3990562,2022-03-25
42417,2022-03-31 9:57:31,168478,6822,9855404,2022-03-31
16630,2022-02-26 18:52:49,138325,7428,2901184,2022-02-26
26087,2022-03-13 14:14:09,199086,1866,8709052,2022-03-13
15461,2022-02-03 14:50:26,116741,5454,2226454,2022-02-03
24032,2022-01-16 20:24:51,124337,4664,3781174,2022-01-16
19282,2022-02-04 9:38:04,164394,3176,5743108,2022-02-04
30242,2022-03-26 19:21:20,132324,6037,6352852,2022-03-26
11364,2022-01-31 22:53:54,191227,4321,2666514,2022-01-31
14647,2022-03-09 22:05:56,158784,7589,3949875,2022-03-09
35477,2022-03-14 9:27:42,188853,8162,8181899,2022-03-14
16074,2022-01-01 1:56:39,194777,2347,2052187,2022-01-01
14054,2022-02-23 8:21:36,199205,2347,4082160,2022-02-23
39246,2022-01-09 10:11:46,176480,6830,9632759,2022-01-09
34613,2022-03-29 16:15:59,134143,3530,2149908,2022-03-29
19518,2022-01-03 8:35:52,165940,6265,9056846,2022-01-03
33144,2022-03-27 5:30:31,133541,5194,2385089,2022-03-27
24910,2022-01-07 14:33:35,114182,4662,5596614,2022-01-07
22737,2022-01-29 10:50:39,151493,5014,1870156,2022-01-29
11406,2022-01-20 4:33:29,135587,4064,2628931,2022-01-20
39653,2022-01-08 0:42:46,129599,4583,6265509,2022-01-08
29370,2022-01-11 20:18:22,124329,8428,6230522,2022-01-11
40788,2022-03-19 1:47:35,133884,5958,6381182,2022-03-19
31563,2022-01-14 6:24:57,142290,3967,4893997,2022-01-14
40632,2022-01-11 16:25:04,180982,2787,6338051,2022-01-11
20877,2022-02-07 14:06:22,152892,4046,4520810,2022-02-07
20246,2022-01-13 12:55:05,186708,4829,9598937,2022-01-13
30504,2022-03-17 19:07:04,149046,6065,5316804,2022-03-17
20606,2022-03-22 16:25:04,178634,3981,2757065,2022-03-22
39665,2022-01-07 8:17:43,151686,6581,8985976,2022-01-07
32975,2022-01-01 8:51:25,189575,1044,3940979,2022-01-01
24872,2022-03-03 8:24:12,197115,2930,5574109,2022-03-03
13024,2022-01-20 12:33:03,156763,6627,5738224,2022-01-20
32574,2022-01-11 7:33:39,150707,6701,1898275,2022-01-11
45423,2022-02-17 5:02:00,169591,6110,4098972,2022-02-17
36117,2022-01-19 18:50:14,184712,3190,6091159,2022-01-19
26740,2022-02-28 5:52:33,186581,7263,3442030,2022-02-28
26723,2022-01-08 21:27:03,162859,7957,7736392,2022-01-08
41992,2022-01-19 0:28:31,193129,5690,2563305,2022-01-19
11277,2022-01-28 6:45:41,120532,4432,5107502,2022-01-28
21805,2022-03-12 23:32:47,133154,8183,2677268,2022-03-12
20510,2022-03-18 9:48:27,126793,4073,8056700,2022-03-18
13614,2022-03-21 5:25:20,136733,1058,8110997,2022-03-21
14687,2022-03-09 10:13:04,199239,3822,9285276,2022-03-09
11596,2022-03-28 23:12:03,160271,7386,4533400,2022-03-28
24920,2022-02-04 2:04:26,148193,8364,5205339,2022-02-04
36402,2022-01-01 1:56:39,180254,5974,3466519,2022-01-01
18352,2022-02-21 9:54:55,179529,3746,4994210,2022-02-21
32650,2022-01-01 5:11:04,114521,6227,5485961,2022-01-01
32225,2022-03-26 23:01:40,150002,6979,6280807,2022-03-26
40923,2022-02-14 22:22:47,121260,898,7284977,2022-02-14
28930,2022-01-07 19:18:44,130545,4655,3545565,2022-01-07
31074,2022-03-18 7:12:54,124748,7320,5730213,2022-03-18
34610,2022-01-09 18:50:14,174056,5464,7944771,2022-01-09
40211,2022-03-21 18:48:56,181531,3438,6461128,2022-03-21
44024,2022-02-28 5:13:40,131221,4024,4596540,2022-02-28
43689,2022-03-24 5:08:29,172530,7839,3233108,2022-03-24
28346,2022-02-11 23:18:31,190090,5923,4308365,2022-02-11
34370,2022-03-04 21:20:35,191416,980,4165578,2022-03-04
21978,2022-02-08 23:09:27,135862,7436,8597443,2022-02-08
23581,2022-02-02 7:44:01,164565,7037,3113698,2022-02-02
40919,2022-02-05 8:19:01,173370,1340,3294939,2022-02-05
24435,2022-02-09 14:03:47,169384,2951,3556703,2022-02-09
29454,2022-02-04 9:38:04,145187,5713,8835840,2022-02-04
26010,2022-03-25 11:48:59,135629,2314,2410437,2022-03-25
41154,2022-03-26 3:09:14,133221,8095,7602922,2022-03-26
38015,2022-03-22 1:56:39,124040,5253,2162154,2022-03-22
28286,2022-02-23 23:54:49,142550,1321,5552414,2022-02-23
34329,2022-03-04 19:49:51,181163,6126,3633647,2022-03-04
13901,2022-03-05 5:07:11,142243,3797,6584904,2022-03-05
16282,2022-03-29 5:02:00,141018,2246,7649357,2022-03-29
33191,2022-02-10 17:29:52,151299,1903,9401828,2022-02-10
16630,2022-02-26 18:52:49,118126,4639,2901184,2022-02-26
18207,2022-01-27 14:20:38,112997,4686,4715769,2022-01-27
13290,2022-03-26 12:13:37,153111,4538,2867812,2022-03-26
29192,2022-03-22 20:31:19,163041,4538,7656221,2022-03-22
38263,2022-02-17 1:21:39,171956,4045,2645531,2022-02-17
31492,2022-02-07 22:31:52,139276,7266,5408821,2022-02-07
34099,2022-02-18 18:37:16,128640,5176,5879935,2022-02-18
20631,2022-01-19 7:10:19,192349,1093,7565658,2022-01-19
22976,2022-03-04 13:08:03,189777,1130,3983678,2022-03-04
23614,2022-03-08 3:58:29,169243,6137,7833617,2022-03-08
18963,2022-02-28 12:21:23,171283,2363,9358010,2022-02-28
39112,2022-01-23 0:49:15,181190,2108,1984353,2022-01-23
43203,2022-02-28 23:48:20,142176,3581,9705255,2022-02-28
14361,2022-02-08 3:17:01,177619,7218,4146353,2022-02-08
13874,2022-01-02 4:30:53,155326,7019,5194572,2022-01-02
36717,2022-03-16 22:22:47,165634,7016,5574109,2022-03-16
40685,2022-02-13 16:08:13,195888,1820,9059798,2022-02-13
11640,2022-03-14 13:46:56,180764,4909,5308684,2022-03-14
15784,2022-01-28 3:05:21,167035,731,7899002,2022-01-28
29590,2022-01-29 13:39:09,158195,4446,4389679,2022-01-29
21535,2022-02-14 4:27:00,177485,4278,4982944,2022-02-14
17756,2022-01-05 15:28:02,164654,1144,7832537,2022-01-05
32153,2022-02-08 17:06:32,195087,2347,6082863,2022-02-08
21297,2022-03-28 17:22:05,127298,6437,3418310,2022-03-28
34361,2022-03-21 22:16:19,187551,5584,5700398,2022-03-21
25617,2022-01-16 7:40:08,128675,7352,3331361,2022-01-16
44560,2022-02-02 8:35:52,115347,1951,9617397,2022-02-02
16335,2022-02-09 8:13:50,133081,5650,4532100,2022-02-09
30009,2022-03-29 17:59:41,165264,1884,5769593,2022-03-29
42896,2022-01-10 5:51:15,190844,5459,3033692,2022-01-10
22340,2022-02-09 6:56:03,147670,1224,3460772,2022-02-09
15066,2022-03-26 20:39:06,149316,3578,9080160,2022-03-26
20178,2022-01-02 19:51:09,132985,7633,4407280,2022-01-02
33989,2022-02-28 21:38:43,164858,1052,8174987,2022-02-28
40299,2022-02-24 21:30:57,124911,2365,7333317,2022-02-24
36154,2022-03-06 22:22:47,186572,3982,2901184,2022-03-06
29663,2022-01-03 12:55:05,124129,8131,8927808,2022-01-03
19761,2022-03-16 14:49:09,132476,6442,4119049,2022-03-16
26263,2022-02-08 12:47:19,140568,8424,3847822,2022-02-08
21548,2022-03-13 0:11:40,113789,2949,2544122,2022-03-13
11812,2022-02-23 16:21:10,143840,7536,1885476,2022-02-23
26097,2022-03-29 16:41:54,140489,7176,5611537,2022-03-29
36319,2022-02-09 6:17:10,112875,3083,2051391,2022-02-09
11968,2022-02-18 10:11:46,121851,6887,4422996,2022-02-18
18248,2022-01-06 22:08:32,191690,5082,7497871,2022-01-06
27434,2022-01-01 3:40:21,175147,2905,9125497,2022-01-01
23177,2022-03-21 4:20:31,191939,7889,5254249,2022-03-21
29889,2022-02-26 2:01:50,148262,6137,9254659,2022-02-26
34192,2022-02-07 9:47:09,127814,1724,6600637,2022-02-07
29871,2022-02-13 12:14:54,176588,2592,7455335,2022-02-13
24775,2022-02-21 13:48:14,185343,5825,8777542,2022-02-21
34062,2022-03-16 19:21:20,187467,5994,5220293,2022-03-16
26216,2022-02-14 8:07:21,132300,1144,5760541,2022-02-14
35125,2022-01-22 13:35:16,161166,4241,8735339,2022-01-22
16217,2022-02-01 22:39:38,115035,3650,8522040,2022-02-01
16249,2022-02-23 10:44:11,134425,7343,6200790,2022-02-23
44719,2022-01-16 7:14:12,153758,1013,5517893,2022-01-16
11486,2022-02-16 23:25:00,187903,5152,6251786,2022-02-16
12431,2022-01-14 2:05:43,116944,2888,8957407,2022-01-14
32230,2022-01-28 0:16:51,182498,7145,7592373,2022-01-28
31054,2022-01-02 3:26:05,186864,4898,3375868,2022-01-02
16508,2022-01-31 2:09:37,166015,4991,8036800,2022-01-31
45285,2022-02-20 6:54:46,144730,5997,3473043,2022-02-20
43080,2022-02-07 18:25:36,181564,2554,5459482,2022-02-07
28632,2022-03-25 10:05:18,146394,5796,4749458,2022-03-25
43126,2022-03-11 22:03:21,163491,2475,9156192,2022-03-11
22182,2022-03-02 4:45:09,178089,1743,5381071,2022-03-02
22622,2022-01-03 17:14:19,159555,2193,3315418,2022-01-03
22307,2022-02-28 2:51:05,127452,7412,7478781,2022-02-28
17999,2022-02-03 23:15:56,112290,5302,4190211,2022-02-03
12457,2022-03-12 20:57:15,176908,2385,9256009,2022-03-12
41544,2022-02-23 23:54:49,132128,5864,2547121,2022-02-23
33889,2022-01-01 21:23:10,196453,3984,4659944,2022-01-01
21978,2022-02-08 23:09:27,162575,7336,8597443,2022-02-08
41629,2022-02-19 8:26:47,171383,2131,8985976,2022-02-19
37358,2022-03-23 2:08:19,163549,5950,2505375,2022-03-23
17778,2022-02-16 5:03:18,121474,7683,9503273,2022-02-16
40330,2022-01-05 13:05:27,154612,7830,3546341,2022-01-05
40590,2022-03-02 15:20:15,147438,4889,9457017,2022-03-02
13620,2022-03-06 23:27:36,163829,7888,3777974,2022-03-06
19445,2022-01-03 11:11:24,146652,3365,6345869,2022-01-03
16048,2022-02-21 11:12:41,146911,4372,9260706,2022-02-21
23335,2022-03-12 9:43:16,197714,898,5864132,2022-03-12
13810,2022-01-15 3:48:07,197826,5810,4390261,2022-01-15
44845,2022-01-22 23:57:24,175279,8188,2691973,2022-01-22
43002,2022-02-10 5:24:02,126912,8250,8421782,2022-02-10
25381,2022-02-22 4:42:33,152626,7046,9135825,2022-02-22
16619,2022-03-09 13:01:34,144526,1626,4597047,2022-03-09
34278,2022-01-13 15:17:40,121509,5650,8749818,2022-01-13
45308,2022-02-17 0:29:49,176473,8328,9845340,2022-02-17
15799,2022-01-29 9:58:49,145854,4067,8606172,2022-01-29
35399,2022-01-20 16:26:21,158910,4580,8491520,2022-01-20
40083,2022-01-10 12:07:08,128998,7452,3267077,2022-01-10
27048,2022-02-13 23:15:56,197972,1414,3758437,2022-02-13
45384,2022-02-24 16:32:50,135276,2550,9000353,2022-02-24
19773,2022-02-19 0:27:13,155153,2904,8767197,2022-02-19
21364,2022-01-02 3:26:05,195510,6441,4701596,2022-01-02
17393,2022-03-08 8:30:41,172134,3925,5403048,2022-03-08
33786,2022-03-13 9:03:05,148260,1151,7787907,2022-03-13
31981,2022-02-26 4:24:25,171619,8014,5757742,2022-02-26
35812,2022-03-06 23:27:36,170878,6454,6573375,2022-03-06
28119,2022-01-11 20:18:22,174313,4789,6865948,2022-01-11
44887,2022-03-11 11:41:12,170406,7905,6239596,2022-03-11
11407,2022-03-09 19:43:22,195106,2044,4105731,2022-03-09
36737,2022-03-09 8:55:18,164416,1291,8255892,2022-03-09
40621,2022-03-27 10:02:42,150501,5877,3717564,2022-03-27
28757,2022-03-16 5:44:46,112382,3547,4312979,2022-03-16
19819,2022-03-05 15:03:24,137225,6036,7227505,2022-03-05
44301,2022-02-14 23:40:33,181038,4045,6381680,2022-02-14
15416,2022-01-02 13:22:18,172536,6601,5843010,2022-01-02
19445,2022-01-03 11:11:24,125750,5876,6345869,2022-01-03
39896,2022-03-26 6:10:42,165291,7239,7589285,2022-03-26
45232,2022-01-02 4:30:53,137877,4726,8873906,2022-01-02
32903,2022-01-27 19:57:37,138097,2145,4386654,2022-01-27
41150,2022-01-28 3:05:21,138736,4743,8200639,2022-01-28
13426,2022-03-19 23:36:40,187624,8511,9827595,2022-03-19
24820,2022-01-04 4:02:23,143022,3829,3979907,2022-01-04
36809,2022-03-17 3:33:52,115586,7617,5202451,2022-03-17
26066,2022-02-21 6:27:33,140024,6251,9582132,2022-02-21
44894,2022-02-26 4:24:25,136253,3934,8246002,2022-02-26
