event_timestamp,user_id,screen,event_type,test_group
2022-03-14 16:33:35,12361,plp,impression,B
2022-03-14 17:05:33,12361,plp,impression,B
2022-03-01 4:39:01,12366,plp,impression,A
2022-03-01 5:37:04,12366,plp,impression,A
2022-03-01 6:52:09,12366,plp,impression,A
2022-03-01 11:23:25,12366,plp,impression,A
2022-03-01 13:09:10,12366,plp,impression,A
2022-03-01 15:53:46,12366,plp,impression,A
2022-03-01 18:45:06,12366,plp,impression,A
2022-03-01 22:59:12,12366,plp,impression,A
2022-03-02 4:52:35,12366,plp,impression,A
2022-03-02 10:48:23,12366,plp,impression,A
2022-03-03 9:17:57,12366,plp,impression,A
2022-03-03 15:39:16,12366,plp,impression,A
2022-03-04 2:34:00,12366,plp,impression,A
2022-03-04 9:27:25,12366,plp,impression,A
2022-03-04 11:31:07,12366,plp,impression,A
2022-03-04 21:22:15,12366,plp,impression,A
2022-03-05 9:46:09,12366,plp,impression,A
2022-03-06 3:40:30,12366,plp,impression,A
2022-03-06 15:02:19,12366,plp,impression,A
2022-03-07 2:14:39,12366,plp,impression,A
2022-03-07 11:13:07,12366,plp,impression,A
2022-03-07 21:14:07,12366,plp,impression,A
2022-03-08 4:55:13,12366,plp,impression,A
2022-03-09 7:50:11,12366,plp,click,A
2022-03-09 8:02:17,12366,plp,impression,A
2022-03-09 11:09:36,12366,plp,impression,A
2022-03-09 11:50:53,12366,plp,impression,A
2022-03-09 11:52:27,12366,plp,impression,A
2022-03-09 21:58:10,12366,plp,impression,A
2022-03-09 22:07:13,12366,plp,impression,A
2022-03-10 1:56:09,12366,plp,impression,A
2022-03-10 3:57:28,12366,plp,impression,A
2022-03-10 4:16:57,12366,plp,impression,A
2022-03-10 7:02:14,12366,plp,impression,A
2022-03-10 17:20:55,12366,plp,impression,A
2022-03-10 18:04:44,12366,plp,impression,A
2022-03-11 5:31:11,12366,plp,impression,A
2022-03-11 12:07:00,12366,plp,impression,A
2022-03-12 0:15:12,12366,plp,impression,A
2022-03-12 1:29:21,12366,plp,impression,A
2022-03-12 10:49:45,12366,plp,impression,A
2022-03-12 14:36:43,12366,plp,impression,A
2022-03-12 15:23:10,12366,plp,impression,A
2022-03-13 0:07:12,12366,plp,impression,A
2022-03-13 2:08:33,12366,plp,impression,A
2022-03-13 12:04:37,12366,plp,impression,A
2022-03-13 17:45:14,12366,plp,impression,A
2022-03-14 2:25:59,12366,plp,impression,A
2022-03-14 7:36:10,12366,plp,impression,A
2022-03-14 12:07:38,12366,plp,impression,A
2022-03-14 12:24:20,12366,plp,impression,A
2022-03-14 15:13:02,12366,plp,impression,A
2022-03-14 23:55:31,12366,plp,impression,A
2022-03-01 10:50:15,12409,plp,impression,B
2022-03-01 17:57:58,12409,plp,click,B
2022-03-01 18:16:10,12409,plp,click,B
2022-03-02 4:45:56,12409,plp,impression,B
2022-03-02 6:27:15,12409,plp,impression,B
2022-03-02 14:13:17,12409,plp,impression,B
2022-03-02 20:08:00,12409,plp,impression,B
2022-03-03 2:57:58,12409,plp,click,B
2022-03-03 4:35:38,12409,plp,impression,B
2022-03-04 19:19:42,12409,plp,impression,B
2022-03-05 22:51:29,12409,plp,impression,B
2022-03-06 3:33:18,12409,plp,impression,B
2022-03-06 16:07:58,12409,plp,impression,B
2022-03-07 8:08:13,12409,plp,impression,B
2022-03-07 11:21:54,12409,plp,impression,B
2022-03-07 13:57:01,12409,plp,impression,B
2022-03-07 16:48:43,12409,plp,impression,B
2022-03-07 18:00:49,12409,plp,impression,B
2022-03-07 18:38:01,12409,plp,impression,B
2022-03-07 23:15:25,12409,plp,impression,B
2022-03-08 1:45:35,12409,plp,impression,B
2022-03-08 15:04:14,12409,plp,impression,B
2022-03-08 18:41:51,12409,plp,click,B
2022-03-08 22:04:24,12409,plp,impression,B
2022-03-09 1:56:12,12409,plp,impression,B
2022-03-09 16:53:08,12409,plp,impression,B
2022-03-10 1:56:21,12409,plp,impression,B
2022-03-10 13:32:48,12409,plp,impression,B
2022-03-10 16:26:36,12409,plp,impression,B
2022-03-10 17:18:08,12409,plp,impression,B
2022-03-10 21:53:53,12409,plp,impression,B
2022-03-10 22:00:44,12409,plp,impression,B
2022-03-11 13:48:29,12409,plp,impression,B
2022-03-11 20:55:47,12409,plp,impression,B
2022-03-11 22:21:15,12409,plp,impression,B
2022-03-12 3:11:39,12409,plp,impression,B
2022-03-12 11:21:14,12409,plp,impression,B
2022-03-13 7:44:29,12409,plp,impression,B
2022-03-13 15:05:52,12409,plp,impression,B
2022-03-13 21:26:23,12409,plp,impression,B
2022-03-14 6:26:58,12409,plp,impression,B
2022-03-14 6:57:29,12409,plp,impression,B
2022-03-14 10:49:08,12409,plp,impression,B
2022-03-14 15:18:00,12409,plp,impression,B
2022-03-14 17:57:32,12409,plp,impression,B
2022-03-01 4:41:43,12440,plp,impression,A
2022-03-01 6:05:55,12440,plp,impression,A
2022-03-01 11:39:37,12440,plp,impression,A
2022-03-02 2:40:39,12440,plp,impression,A
2022-03-02 3:45:34,12440,plp,impression,A
2022-03-03 10:18:16,12440,plp,impression,A
2022-03-03 18:31:55,12440,plp,impression,A
2022-03-04 2:39:20,12440,plp,impression,A
2022-03-04 17:51:22,12440,plp,impression,A
2022-03-04 18:59:11,12440,plp,impression,A
2022-03-04 20:00:00,12440,plp,impression,A
2022-03-05 15:26:23,12440,plp,impression,A
2022-03-05 23:57:17,12440,plp,impression,A
2022-03-06 9:39:32,12440,plp,impression,A
2022-03-06 18:11:17,12440,plp,impression,A
2022-03-07 8:20:35,12440,plp,impression,A
2022-03-07 13:22:12,12440,plp,impression,A
2022-03-07 20:22:00,12440,plp,impression,A
2022-03-09 0:42:22,12440,plp,impression,A
2022-03-09 7:45:06,12440,plp,impression,A
2022-03-09 16:01:26,12440,plp,impression,A
2022-03-09 19:55:48,12440,plp,impression,A
2022-03-10 6:29:24,12440,plp,impression,A
2022-03-10 15:45:53,12440,plp,impression,A
2022-03-10 17:02:23,12440,plp,impression,A
2022-03-11 2:40:27,12440,plp,impression,A
2022-03-11 13:00:33,12440,plp,impression,A
2022-03-11 23:14:40,12440,plp,impression,A
2022-03-12 2:57:02,12440,plp,impression,A
2022-03-12 13:19:47,12440,plp,impression,A
2022-03-13 3:56:32,12440,plp,impression,A
2022-03-13 17:40:52,12440,plp,click,A
2022-03-14 1:12:08,12440,plp,impression,A
2022-03-14 9:44:46,12440,plp,impression,A
2022-03-14 17:52:30,12440,plp,impression,A
2022-03-01 3:24:21,12475,plp,impression,B
2022-03-01 7:24:44,12475,plp,impression,B
2022-03-02 2:48:28,12475,plp,impression,B
2022-03-02 8:34:57,12475,plp,impression,B
2022-03-02 15:54:33,12475,plp,impression,B
2022-03-02 16:28:04,12475,plp,impression,B
2022-03-02 19:21:14,12475,plp,impression,B
2022-03-02 23:25:22,12475,plp,impression,B
2022-03-03 0:24:19,12475,plp,impression,B
2022-03-03 4:08:53,12475,plp,click,B
2022-03-03 8:06:46,12475,plp,impression,B
2022-03-03 21:14:13,12475,plp,impression,B
2022-03-04 2:12:17,12475,plp,impression,B
2022-03-04 4:34:09,12475,plp,impression,B
2022-03-04 7:40:05,12475,plp,impression,B
2022-03-04 10:56:03,12475,plp,impression,B
2022-03-04 11:45:05,12475,plp,impression,B
2022-03-05 2:08:17,12475,plp,click,B
2022-03-05 15:01:38,12475,plp,impression,B
2022-03-05 16:36:37,12475,plp,impression,B
2022-03-05 17:32:38,12475,plp,impression,B
2022-03-05 20:09:08,12475,plp,impression,B
2022-03-06 14:14:54,12475,plp,impression,B
2022-03-06 17:22:41,12475,plp,impression,B
2022-03-06 23:15:11,12475,plp,impression,B
2022-03-07 11:06:16,12475,plp,impression,B
2022-03-07 11:32:10,12475,plp,impression,B
2022-03-07 17:36:27,12475,plp,impression,B
2022-03-07 21:55:17,12475,plp,impression,B
2022-03-08 2:38:11,12475,plp,impression,B
2022-03-08 9:53:47,12475,plp,impression,B
2022-03-09 3:59:06,12475,plp,impression,B
2022-03-10 0:20:09,12475,plp,impression,B
2022-03-10 11:15:00,12475,plp,impression,B
2022-03-10 18:53:23,12475,plp,impression,B
2022-03-10 22:55:16,12475,plp,impression,B
2022-03-11 2:17:52,12475,plp,impression,B
2022-03-11 7:08:02,12475,plp,impression,B
2022-03-11 15:13:55,12475,plp,impression,B
2022-03-11 17:28:45,12475,plp,impression,B
2022-03-11 18:55:58,12475,plp,impression,B
2022-03-12 22:35:25,12475,plp,impression,B
2022-03-13 2:27:29,12475,plp,impression,B
2022-03-13 9:02:19,12475,plp,impression,B
2022-03-13 16:27:06,12475,plp,impression,B
2022-03-13 20:25:29,12475,plp,impression,B
2022-03-14 18:57:40,12475,plp,impression,B
2022-03-01 0:01:32,12480,plp,click,B
2022-03-01 9:09:44,12480,plp,impression,B
2022-03-01 16:33:05,12480,plp,impression,B
2022-03-01 16:34:18,12480,plp,impression,B
2022-03-01 18:15:58,12480,plp,impression,B
2022-03-02 7:29:24,12480,plp,impression,B
2022-03-02 9:13:42,12480,plp,impression,B
2022-03-02 16:14:32,12480,plp,impression,B
2022-03-03 0:42:38,12480,plp,impression,B
2022-03-03 11:11:41,12480,plp,impression,B
2022-03-03 16:37:06,12480,plp,click,B
2022-03-03 18:24:10,12480,plp,impression,B
2022-03-03 23:04:04,12480,plp,impression,B
2022-03-04 6:35:43,12480,plp,impression,B
2022-03-04 13:08:03,12480,plp,impression,B
2022-03-04 19:16:25,12480,plp,impression,B
2022-03-05 15:14:35,12480,plp,impression,B
2022-03-05 22:16:01,12480,plp,impression,B
2022-03-05 23:40:23,12480,plp,impression,B
2022-03-06 4:33:25,12480,plp,impression,B
2022-03-06 7:03:21,12480,plp,impression,B
2022-03-06 7:13:29,12480,plp,impression,B
2022-03-06 7:33:53,12480,plp,impression,B
2022-03-06 12:19:05,12480,plp,impression,B
2022-03-06 13:10:33,12480,plp,impression,B
2022-03-06 15:23:11,12480,plp,impression,B
2022-03-07 0:55:38,12480,plp,impression,B
2022-03-07 3:09:48,12480,plp,impression,B
2022-03-08 0:50:02,12480,plp,impression,B
2022-03-08 1:16:08,12480,plp,impression,B
2022-03-08 3:21:23,12480,plp,impression,B
2022-03-08 6:44:41,12480,plp,click,B
2022-03-08 9:34:18,12480,plp,impression,B
2022-03-08 11:35:15,12480,plp,impression,B
2022-03-08 17:20:46,12480,plp,impression,B
2022-03-08 21:40:22,12480,plp,impression,B
2022-03-09 7:36:04,12480,plp,impression,B
2022-03-09 13:42:46,12480,plp,impression,B
2022-03-10 21:01:14,12480,plp,impression,B
2022-03-10 22:02:03,12480,plp,impression,B
2022-03-11 3:06:10,12480,plp,impression,B
2022-03-12 10:42:38,12480,plp,impression,B
2022-03-12 13:04:34,12480,plp,impression,B
2022-03-12 19:44:14,12480,plp,impression,B
2022-03-13 0:58:20,12480,plp,impression,B
2022-03-13 2:09:19,12480,plp,impression,B
2022-03-13 7:35:57,12480,plp,impression,B
2022-03-14 2:17:38,12480,plp,impression,B
2022-03-14 15:06:52,12480,plp,impression,B
2022-03-14 21:53:12,12480,plp,impression,B
2022-03-01 7:05:56,12499,plp,impression,A
2022-03-01 18:28:47,12499,plp,impression,A
2022-03-01 20:11:21,12499,plp,impression,A
2022-03-01 23:29:21,12499,plp,impression,A
2022-03-02 8:14:49,12499,plp,impression,A
2022-03-02 15:55:12,12499,plp,impression,A
2022-03-02 18:59:52,12499,plp,impression,A
2022-03-02 20:24:34,12499,plp,impression,A
2022-03-03 4:38:56,12499,plp,impression,A
2022-03-03 19:11:23,12499,plp,impression,A
2022-03-03 22:19:41,12499,plp,click,A
2022-03-03 22:57:37,12499,plp,impression,A
2022-03-04 2:36:36,12499,plp,impression,A
2022-03-04 3:39:23,12499,plp,impression,A
2022-03-04 11:59:03,12499,plp,impression,A
2022-03-05 0:48:33,12499,plp,impression,A
2022-03-05 2:45:14,12499,plp,impression,A
2022-03-06 5:37:12,12499,plp,impression,A
2022-03-06 6:40:13,12499,plp,impression,A
2022-03-06 21:15:25,12499,plp,impression,A
2022-03-06 21:47:05,12499,plp,impression,A
2022-03-07 0:35:03,12499,plp,impression,A
2022-03-07 9:52:25,12499,plp,impression,A
2022-03-07 13:47:37,12499,plp,impression,A
2022-03-07 15:00:37,12499,plp,click,A
2022-03-07 23:06:01,12499,plp,impression,A
2022-03-08 8:04:12,12499,plp,impression,A
2022-03-08 11:23:08,12499,plp,impression,A
2022-03-08 16:14:03,12499,plp,impression,A
2022-03-08 23:14:32,12499,plp,click,A
2022-03-09 3:54:36,12499,plp,impression,A
2022-03-09 18:12:43,12499,plp,impression,A
2022-03-10 20:54:38,12499,plp,impression,A
2022-03-11 4:54:51,12499,plp,impression,A
2022-03-11 15:48:31,12499,plp,impression,A
2022-03-11 17:28:04,12499,plp,impression,A
2022-03-11 17:38:53,12499,plp,impression,A
2022-03-12 6:43:18,12499,plp,impression,A
2022-03-12 9:57:52,12499,plp,impression,A
2022-03-12 17:28:52,12499,plp,impression,A
2022-03-13 3:28:34,12499,plp,impression,A
2022-03-13 4:51:03,12499,plp,impression,A
2022-03-13 6:34:39,12499,plp,impression,A
2022-03-13 14:28:26,12499,plp,impression,A
2022-03-13 21:22:20,12499,plp,impression,A
2022-03-13 23:15:58,12499,plp,impression,A
2022-03-14 11:08:43,12499,plp,impression,A
2022-03-14 12:41:58,12499,plp,impression,A
2022-03-14 16:06:04,12499,plp,impression,A
2022-03-02 6:46:23,12573,plp,impression,A
2022-03-02 10:55:55,12573,plp,impression,A
2022-03-02 11:02:36,12573,plp,impression,A
2022-03-02 13:54:49,12573,plp,impression,A
2022-03-02 14:09:01,12573,plp,impression,A
2022-03-03 3:48:33,12573,plp,impression,A
2022-03-03 7:32:02,12573,plp,impression,A
2022-03-03 16:21:54,12573,plp,impression,A
2022-03-03 16:56:05,12573,plp,impression,A
2022-03-03 18:22:53,12573,plp,impression,A
2022-03-04 2:48:05,12573,plp,impression,A
2022-03-04 9:23:00,12573,plp,impression,A
2022-03-04 13:52:37,12573,plp,impression,A
2022-03-04 21:02:00,12573,plp,impression,A
2022-03-04 22:16:05,12573,plp,impression,A
2022-03-05 2:27:41,12573,plp,impression,A
2022-03-05 5:44:40,12573,plp,impression,A
2022-03-05 12:09:12,12573,plp,impression,A
2022-03-06 0:32:12,12573,plp,impression,A
2022-03-06 2:03:52,12573,plp,impression,A
2022-03-06 15:50:54,12573,plp,impression,A
2022-03-07 9:12:58,12573,plp,impression,A
2022-03-07 11:08:19,12573,plp,click,A
2022-03-08 8:08:58,12573,plp,impression,A
2022-03-08 11:11:07,12573,plp,impression,A
2022-03-08 16:28:47,12573,plp,impression,A
2022-03-08 18:44:08,12573,plp,impression,A
2022-03-08 22:02:00,12573,plp,impression,A
2022-03-09 0:11:19,12573,plp,impression,A
2022-03-09 12:31:54,12573,plp,impression,A
2022-03-09 16:48:22,12573,plp,impression,A
2022-03-09 18:50:31,12573,plp,impression,A
2022-03-10 1:14:53,12573,plp,impression,A
2022-03-10 4:47:52,12573,plp,impression,A
2022-03-10 16:57:59,12573,plp,impression,A
2022-03-11 2:51:48,12573,plp,impression,A
2022-03-11 16:26:50,12573,plp,impression,A
2022-03-12 1:50:42,12573,plp,impression,A
2022-03-12 4:27:03,12573,plp,impression,A
2022-03-12 12:06:42,12573,plp,impression,A
2022-03-12 17:32:38,12573,plp,impression,A
2022-03-12 21:16:08,12573,plp,impression,A
2022-03-12 23:35:40,12573,plp,impression,A
2022-03-14 8:59:55,12573,plp,impression,A
2022-03-01 7:12:37,12590,plp,impression,B
2022-03-01 7:52:53,12590,plp,impression,B
2022-03-01 16:42:00,12590,plp,impression,B
2022-03-01 18:13:05,12590,plp,impression,B
2022-03-01 19:07:41,12590,plp,impression,B
2022-03-02 8:43:17,12590,plp,impression,B
2022-03-02 16:50:11,12590,plp,impression,B
2022-03-02 20:15:22,12590,plp,impression,B
2022-03-03 6:33:15,12590,plp,impression,B
2022-03-03 18:31:15,12590,plp,impression,B
2022-03-03 21:12:32,12590,plp,impression,B
2022-03-04 7:45:34,12590,plp,impression,B
2022-03-04 12:45:42,12590,plp,impression,B
2022-03-04 21:16:05,12590,plp,impression,B
2022-03-04 21:33:32,12590,plp,impression,B
2022-03-04 22:47:54,12590,plp,impression,B
2022-03-05 2:56:47,12590,plp,click,B
2022-03-05 11:18:42,12590,plp,impression,B
2022-03-05 22:53:41,12590,plp,impression,B
2022-03-06 0:02:01,12590,plp,impression,B
2022-03-06 5:05:25,12590,plp,impression,B
2022-03-06 9:24:57,12590,plp,impression,B
2022-03-06 17:08:21,12590,plp,impression,B
2022-03-06 20:01:00,12590,plp,impression,B
2022-03-07 1:45:15,12590,plp,impression,B
2022-03-07 3:17:33,12590,plp,impression,B
2022-03-07 7:25:57,12590,plp,impression,B
2022-03-07 7:43:35,12590,plp,impression,B
2022-03-07 18:52:17,12590,plp,impression,B
2022-03-08 4:21:26,12590,plp,impression,B
2022-03-08 10:30:03,12590,plp,impression,B
2022-03-08 12:44:24,12590,plp,impression,B
2022-03-08 16:16:51,12590,plp,impression,B
2022-03-09 7:13:32,12590,plp,impression,B
2022-03-09 8:04:16,12590,plp,impression,B
2022-03-09 16:33:25,12590,plp,impression,B
2022-03-10 9:32:45,12590,plp,impression,B
2022-03-10 10:22:40,12590,plp,impression,B
2022-03-10 12:17:22,12590,plp,impression,B
2022-03-10 16:13:25,12590,plp,impression,B
2022-03-10 17:02:58,12590,plp,impression,B
2022-03-10 21:24:50,12590,plp,impression,B
2022-03-11 7:33:03,12590,plp,impression,B
2022-03-11 8:22:42,12590,plp,impression,B
2022-03-11 13:58:05,12590,plp,impression,B
2022-03-11 18:55:37,12590,plp,impression,B
2022-03-11 22:22:58,12590,plp,impression,B
2022-03-12 1:55:00,12590,plp,impression,B
2022-03-12 8:01:55,12590,plp,impression,B
2022-03-12 10:19:01,12590,plp,impression,B
2022-03-12 23:39:30,12590,plp,impression,B
2022-03-13 13:16:01,12590,plp,impression,B
2022-03-13 14:50:33,12590,plp,click,B
2022-03-13 16:44:56,12590,plp,impression,B
2022-03-13 17:04:06,12590,plp,impression,B
2022-03-13 20:13:34,12590,plp,click,B
2022-03-13 20:53:58,12590,plp,impression,B
2022-03-13 21:20:28,12590,plp,impression,B
2022-03-13 22:03:19,12590,plp,impression,B
2022-03-13 23:12:45,12590,plp,impression,B
2022-03-14 3:53:31,12590,plp,impression,B
2022-03-01 1:40:55,12604,plp,impression,B
2022-03-01 3:17:22,12604,plp,impression,B
2022-03-01 3:29:04,12604,plp,impression,B
2022-03-01 5:11:27,12604,plp,impression,B
2022-03-02 0:50:59,12604,plp,impression,B
2022-03-02 5:36:38,12604,plp,impression,B
2022-03-02 21:05:13,12604,plp,impression,B
2022-03-02 23:46:50,12604,plp,impression,B
2022-03-03 1:26:31,12604,plp,impression,B
2022-03-03 3:19:13,12604,plp,impression,B
2022-03-03 9:29:06,12604,plp,impression,B
2022-03-03 12:58:18,12604,plp,impression,B
2022-03-03 15:29:12,12604,plp,click,B
2022-03-03 18:44:19,12604,plp,impression,B
2022-03-03 19:16:23,12604,plp,impression,B
2022-03-04 1:29:06,12604,plp,impression,B
2022-03-04 11:47:39,12604,plp,impression,B
2022-03-04 19:26:18,12604,plp,impression,B
2022-03-04 22:32:13,12604,plp,impression,B
2022-03-04 23:32:14,12604,plp,impression,B
2022-03-05 0:11:15,12604,plp,impression,B
2022-03-05 0:32:22,12604,plp,impression,B
2022-03-05 2:37:58,12604,plp,impression,B
2022-03-05 4:43:35,12604,plp,impression,B
2022-03-05 12:57:36,12604,plp,impression,B
2022-03-05 14:54:20,12604,plp,impression,B
2022-03-05 16:46:49,12604,plp,impression,B
2022-03-05 17:58:23,12604,plp,impression,B
2022-03-05 18:00:22,12604,plp,impression,B
2022-03-06 2:24:51,12604,plp,impression,B
2022-03-06 18:34:24,12604,plp,click,B
2022-03-07 1:10:46,12604,plp,impression,B
2022-03-07 17:50:01,12604,plp,impression,B
2022-03-08 1:47:15,12604,plp,impression,B
2022-03-08 2:27:59,12604,plp,impression,B
2022-03-08 4:46:31,12604,plp,impression,B
2022-03-08 9:31:35,12604,plp,impression,B
2022-03-08 10:13:32,12604,plp,impression,B
2022-03-08 21:27:46,12604,plp,impression,B
2022-03-08 23:03:24,12604,plp,impression,B
2022-03-09 2:44:40,12604,plp,impression,B
2022-03-09 4:30:07,12604,plp,impression,B
2022-03-09 12:10:01,12604,plp,impression,B
2022-03-10 1:54:03,12604,plp,click,B
2022-03-10 8:57:24,12604,plp,impression,B
2022-03-10 18:08:18,12604,plp,impression,B
2022-03-10 20:46:59,12604,plp,impression,B
2022-03-12 1:25:04,12604,plp,impression,B
2022-03-12 4:07:05,12604,plp,impression,B
2022-03-12 9:49:51,12604,plp,impression,B
2022-03-12 15:10:35,12604,plp,impression,B
2022-03-12 17:17:20,12604,plp,impression,B
2022-03-12 21:09:55,12604,plp,click,B
2022-03-13 3:12:58,12604,plp,impression,B
2022-03-13 15:24:10,12604,plp,impression,B
2022-03-13 22:16:27,12604,plp,impression,B
2022-03-14 10:21:39,12604,plp,impression,B
2022-03-14 18:48:09,12604,plp,impression,B
2022-03-01 8:53:08,12644,plp,impression,B
2022-03-01 20:13:52,12644,plp,impression,B
2022-03-02 2:11:22,12644,plp,impression,B
2022-03-02 16:30:28,12644,plp,impression,B
2022-03-02 16:39:32,12644,plp,impression,B
2022-03-02 19:21:59,12644,plp,impression,B
2022-03-02 22:49:40,12644,plp,impression,B
2022-03-02 23:26:21,12644,plp,impression,B
2022-03-03 4:39:22,12644,plp,impression,B
2022-03-03 9:20:59,12644,plp,impression,B
2022-03-03 9:36:42,12644,plp,impression,B
2022-03-03 18:20:29,12644,plp,impression,B
2022-03-04 3:29:51,12644,plp,impression,B
2022-03-04 8:29:19,12644,plp,impression,B
2022-03-04 15:23:31,12644,plp,impression,B
2022-03-04 21:17:53,12644,plp,impression,B
2022-03-04 21:53:10,12644,plp,impression,B
2022-03-05 13:24:41,12644,plp,click,B
2022-03-05 15:56:15,12644,plp,impression,B
2022-03-05 19:41:20,12644,plp,impression,B
2022-03-05 19:53:53,12644,plp,impression,B
2022-03-07 0:31:40,12644,plp,impression,B
2022-03-07 4:13:41,12644,plp,impression,B
2022-03-07 6:31:57,12644,plp,impression,B
2022-03-07 15:54:59,12644,plp,impression,B
2022-03-07 20:11:51,12644,plp,impression,B
2022-03-08 5:07:00,12644,plp,impression,B
2022-03-08 20:12:23,12644,plp,impression,B
2022-03-08 22:08:55,12644,plp,impression,B
2022-03-09 8:24:43,12644,plp,impression,B
2022-03-09 10:18:50,12644,plp,impression,B
2022-03-10 3:54:47,12644,plp,impression,B
2022-03-10 4:06:39,12644,plp,impression,B
2022-03-10 6:06:17,12644,plp,impression,B
2022-03-10 12:32:31,12644,plp,impression,B
2022-03-10 12:42:05,12644,plp,impression,B
2022-03-10 14:55:39,12644,plp,impression,B
